#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6;;;;;;;;;
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com;;;;;;;;;
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable;;;;;;;;;
-----------------------------------------------;;;;;;;;;
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement;;;;;;;;;
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources;;;;;;;;;
-----------------------------------------------;;;;;;;;;
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection;Latitude;Longitude
08/01/2021;Jordanie;305163;3989;285393;1.31;93.52;5.17;;
08/01/2021;Jamaïque;13411;307;11323;2.29;84.43;13.28;;
08/01/2021;Italie;2237890;77911;1589590;3.48;71.03;25.49;;
08/01/2021;Islande;5867;29;5704;0.49;97.22;2.28;;
08/01/2021;Iran;1274514;56018;1058654;4.40;83.06;12.54;;
08/01/2021;Iraq;601424;12877;553025;2.14;91.95;5.91;;
08/01/2021;Inde;10413417;150570;10037398;1.45;96.39;2.16;;
08/01/2021;Israël;477357;3596;408753;0.75;85.63;13.62;;
08/01/2021;Irlande;135884;2327;23364;1.71;17.19;81.09;;
08/01/2021;Indonésie;808340;23753;666883;2.94;82.50;14.56;;
08/01/2021;Hongrie;337743;10440;186449;3.09;55.20;41.70;;
08/01/2021;Haïti;10241;237;8745;2.31;85.39;12.29;;
08/01/2021;Croatie;217946;4304;207848;1.97;95.37;2.66;;
08/01/2021;Honduras;125557;3244;58517;2.58;46.61;50.81;;
08/01/2021;Hong-Kong;9152;155;8307;1.69;90.77;7.54;;
08/01/2021;Guyana;6469;167;5990;2.58;92.60;4.82;;
08/01/2021;Guinée-Bissau;2455;45;2398;1.83;97.68;0.49;;
08/01/2021;Guatemala;142064;4972;129990;3.50;91.50;5.00;;
08/01/2021;Grèce;143494;5195;93764;3.62;65.34;31.04;;
08/01/2021;Guinée Équatoriale;5289;86;5154;1.63;97.45;0.93;;
08/01/2021;Guadeloupe;8702;155;2242;1.78;25.76;72.45;;
08/01/2021;Guinée;13904;81;13222;0.58;95.09;4.32;;
08/01/2021;Gambie;3838;125;3677;3.26;95.81;0.94;;
08/01/2021;Gibraltar;3021;12;1692;0.40;56.01;43.59;;
08/01/2021;Ghana;55461;336;54164;0.61;97.66;1.73;;
08/01/2021;Guyane Française;13825;73;9995;0.53;72.30;27.18;;
08/01/2021;Géorgie;236028;2728;224189;1.16;94.98;3.86;;
08/01/2021;Grenade;127;1;107;0.79;84.25;14.96;;
08/01/2021;Royaume-Uni;2963223;79953;5006;2.70;0.17;97.13;;
08/01/2021;Gabon;9694;66;9498;0.68;97.98;1.34;;
08/01/2021;France;2742369;67062;177173;2.45;6.46;91.09;;
08/01/2021;Îles Féroé;644;1;584;0.16;90.68;9.16;;
08/01/2021;Fidji;53;2;44;3.77;83.02;13.21;;
08/01/2021;Finlande;38068;586;31000;1.54;81.43;17.03;;
08/01/2021;Éthiopie;127572;1974;113182;1.55;88.72;9.73;;
08/01/2021;Espagne;2050360;51874;150376;2.53;7.33;90.14;;
08/01/2021;Érythrée;1556;6;740;0.39;47.56;52.06;;
08/01/2021;Égypte;147810;8085;117529;5.47;79.51;15.02;;
08/01/2021;Estonie;32537;270;22124;0.83;68.00;31.17;;
08/01/2021;Équateur;219148;14165;190350;6.46;86.86;6.68;;
08/01/2021;Algérie;101657;2798;68802;2.75;67.68;29.57;;
08/01/2021;République Dominicaine;178538;2424;135934;1.36;76.14;22.51;;
08/01/2021;Dominique;106;0;98;0.00;92.45;7.55;;
08/01/2021;Danemark;178526;1517;149374;0.85;83.67;15.48;;
08/01/2021;Djibouti;5865;61;5772;1.04;98.41;0.55;;
08/01/2021;Allemagne;1905638;40022;1533143;2.10;80.45;17.45;;
08/01/2021;République Tchèque;809601;12800;651814;1.58;80.51;17.91;;
08/01/2021;Chypre;26674;141;2057;0.53;7.71;91.76;;
08/01/2021;Cap-vert;12237;114;11691;0.93;95.54;3.53;;
08/01/2021;Cuba;13823;148;11531;1.07;83.42;15.51;;
08/01/2021;Costa Rica;177614;2305;136083;1.30;76.62;22.08;;
08/01/2021;Colombie;1755568;45431;1597160;2.59;90.98;6.44;;
08/01/2021;Chine;87364;4634;82190;5.30;94.08;0.62;;
08/01/2021;Cameroun;26848;448;24892;1.67;92.71;5.62;;
08/01/2021;Chili;633381;16974;595799;2.68;94.07;3.25;;
08/01/2021;Côte d'Ivoire;23254;139;22325;0.60;96.00;3.40;;
08/01/2021;Congo (Brazzaville);7127;108;5846;1.52;82.03;16.46;;
08/01/2021;Suisse;477983;8230;317600;1.72;66.45;31.83;;
08/01/2021;République Centrafricaine;4969;63;4885;1.27;98.31;0.42;;
08/01/2021;Rép. Dém. du Congo;18969;611;14743;3.22;77.72;19.06;;
08/01/2021;Canada;648930;16735;551983;2.58;85.06;12.36;;
08/01/2021;Belize;11202;271;10362;2.42;92.50;5.08;;
08/01/2021;Bélarus;208601;1498;190966;0.72;91.55;7.74;;
08/01/2021;Botswana;16050;48;12927;0.30;80.54;19.16;;
08/01/2021;Bhoutan;771;1;459;0.13;59.53;40.34;;
08/01/2021;Bahamas;7969;175;6313;2.20;79.22;18.58;;
08/01/2021;Brésil;8013708;201460;7136817;2.51;89.06;8.43;;
08/01/2021;Bolivie;171154;9328;136882;5.45;79.98;14.57;;
08/01/2021;Brunéi Darussalam;173;3;149;1.73;86.13;12.14;;
08/01/2021;Saint Barthélemy;206;1;172;0.49;83.50;16.02;;
08/01/2021;Bénin;3304;44;3185;1.33;96.40;2.27;;
08/01/2021;Burundi;885;2;773;0.23;87.34;12.43;;
08/01/2021;Bahreïn;95030;354;91875;0.37;96.68;2.95;;
08/01/2021;Bulgarie;208012;8078;134022;3.88;64.43;31.69;;
08/01/2021;Burkina Faso;7866;89;5710;1.13;72.59;26.28;;
08/01/2021;Belgique;660703;19992;0;3.03;0.00;96.97;;
08/01/2021;Bangladesh;520690;7734;465279;1.49;89.36;9.16;;
08/01/2021;Barbade;780;7;335;0.90;42.95;56.15;;
08/01/2021;Bosnie-Herzégovine;114920;4285;80868;3.73;70.37;25.90;;
08/01/2021;Azerbaïdjan;223417;2869;205406;1.28;91.94;6.78;;
08/01/2021;Australie;28582;909;25820;3.18;90.34;6.48;;
08/01/2021;Autriche;376793;6641;349215;1.76;92.68;5.56;;
08/01/2021;Argentine;1703352;44273;1494896;2.60;87.76;9.64;;
08/01/2021;Angola;18066;415;12712;2.30;70.36;27.34;;
08/01/2021;Arménie;161415;2908;147961;1.80;91.66;6.53;;
08/01/2021;Albanie;62378;1230;36971;1.97;59.27;38.76;;
08/01/2021;Antigua-et-Barbuda;167;5;150;2.99;89.82;7.19;;
08/01/2021;Afghanistan;53332;2257;43440;4.23;81.45;14.32;;
08/01/2021;Émirats Arabes Unis;224704;697;201396;0.31;89.63;10.06;;
08/01/2021;Andorre;8489;84;7724;0.99;90.99;8.02;;
07/01/2021;Andorre;8348;84;7615;1.01;91.22;7.77;;
07/01/2021;Émirats Arabes Unis;221754;694;199178;0.31;89.82;9.87;;
07/01/2021;Afghanistan;53207;2253;43291;4.23;81.36;14.40;;
07/01/2021;Antigua-et-Barbuda;163;5;149;3.07;91.41;5.52;;
07/01/2021;Albanie;61705;1223;36535;1.98;59.21;38.81;;
07/01/2021;Arménie;161054;2901;147388;1.80;91.51;6.68;;
07/01/2021;Angola;17974;413;11955;2.30;66.51;31.19;;
07/01/2021;Argentine;1690006;44122;1484794;2.61;87.86;9.53;;
07/01/2021;Autriche;374730;6568;346901;1.75;92.57;5.67;;
07/01/2021;Australie;28571;909;25817;3.18;90.36;6.46;;
07/01/2021;Azerbaïdjan;222885;2845;203527;1.28;91.31;7.41;;
07/01/2021;Bosnie-Herzégovine;113392;4211;79465;3.71;70.08;26.21;;
07/01/2021;Barbade;743;7;327;0.94;44.01;55.05;;
07/01/2021;Bangladesh;519905;7718;464446;1.48;89.33;9.18;;
07/01/2021;Belgique;658655;19936;0;3.03;0.00;96.97;;
07/01/2021;Burkina Faso;7713;89;5533;1.15;71.74;27.11;;
07/01/2021;Bulgarie;207259;8017;130191;3.87;62.82;33.32;;
07/01/2021;Bahreïn;94633;353;91630;0.37;96.83;2.80;;
07/01/2021;Burundi;885;2;773;0.23;87.34;12.43;;
07/01/2021;Bénin;3304;44;3185;1.33;96.40;2.27;;
07/01/2021;Saint Barthélemy;206;1;172;0.49;83.50;16.02;;
07/01/2021;Brunéi Darussalam;173;3;149;1.73;86.13;12.14;;
07/01/2021;Bolivie;168891;9304;136266;5.51;80.68;13.81;;
07/01/2021;Brésil;7961673;200498;7081521;2.52;88.95;8.54;;
07/01/2021;Bahamas;7959;175;6297;2.20;79.12;18.68;;
07/01/2021;Bhoutan;767;0;459;0.00;59.84;40.16;;
07/01/2021;Botswana;16050;48;12927;0.30;80.54;19.16;;
07/01/2021;Bélarus;206796;1489;188789;0.72;91.29;7.99;;
07/01/2021;Belize;11152;267;10344;2.39;92.75;4.85;;
07/01/2021;Canada;639693;16595;544047;2.59;85.05;12.36;;
07/01/2021;Rép. Dém. du Congo;18738;610;14735;3.26;78.64;18.11;;
07/01/2021;République Centrafricaine;4969;63;4885;1.27;98.31;0.42;;
07/01/2021;Suisse;474764;8178;317600;1.72;66.90;31.38;;
07/01/2021;Congo (Brazzaville);7127;108;5846;1.52;82.03;16.46;;
07/01/2021;Côte d'Ivoire;23173;138;22301;0.60;96.24;3.17;;
07/01/2021;Chili;629176;16913;593235;2.69;94.29;3.02;;
07/01/2021;Cameroun;26848;448;24892;1.67;92.71;5.62;;
07/01/2021;Chine;87331;4634;82174;5.31;94.09;0.60;;
07/01/2021;Colombie;1737347;45067;1580285;2.59;90.96;6.45;;
07/01/2021;Costa Rica;176407;2286;135475;1.30;76.80;21.91;;
07/01/2021;Cuba;13479;148;11390;1.10;84.50;14.40;;
07/01/2021;Cap-vert;12146;113;11665;0.93;96.04;3.03;;
07/01/2021;Chypre;26208;140;2057;0.53;7.85;91.62;;
07/01/2021;République Tchèque;794740;12621;649394;1.59;81.71;16.70;;
07/01/2021;Allemagne;1886561;38987;1517019;2.07;80.41;17.52;;
07/01/2021;Djibouti;5857;61;5766;1.04;98.45;0.51;;
07/01/2021;Danemark;176864;1487;147892;0.84;83.62;15.54;;
07/01/2021;Dominique;105;0;93;0.00;88.57;11.43;;
07/01/2021;République Dominicaine;177493;2423;135587;1.37;76.39;22.24;;
07/01/2021;Algérie;101382;2792;68589;2.75;67.65;29.59;;
07/01/2021;Équateur;218385;14158;190350;6.48;87.16;6.35;;
07/01/2021;Estonie;31751;265;21567;0.83;67.93;31.24;;
07/01/2021;Égypte;146809;8029;116775;5.47;79.54;14.99;;
07/01/2021;Érythrée;1445;3;740;0.21;51.21;48.58;;
07/01/2021;Espagne;2024904;51675;150376;2.55;7.43;90.02;;
07/01/2021;Éthiopie;127227;1966;113021;1.55;88.83;9.62;;
07/01/2021;Finlande;37772;584;31000;1.55;82.07;16.38;;
07/01/2021;Fidji;53;2;44;3.77;83.02;13.21;;
07/01/2021;Îles Féroé;643;1;584;0.16;90.82;9.02;;
07/01/2021;France;2701235;66197;174767;2.45;6.47;91.08;;
07/01/2021;Gabon;9641;66;9453;0.68;98.05;1.27;;
07/01/2021;Royaume-Uni;2895124;78621;4881;2.72;0.17;97.12;;
07/01/2021;Grenade;127;1;107;0.79;84.25;14.96;;
07/01/2021;Géorgie;235491;2694;223695;1.14;94.99;3.87;;
07/01/2021;Guyane Française;13632;73;9995;0.54;73.32;26.14;;
07/01/2021;Ghana;55461;336;54164;0.61;97.66;1.73;;
07/01/2021;Gibraltar;2928;11;1639;0.38;55.98;43.65;;
07/01/2021;Gambie;3833;125;3677;3.26;95.93;0.81;;
07/01/2021;Guinée;13904;81;13222;0.58;95.09;4.32;;
07/01/2021;Guadeloupe;8702;155;2242;1.78;25.76;72.45;;
07/01/2021;Guinée Équatoriale;5286;86;5154;1.63;97.50;0.87;;
07/01/2021;Grèce;142777;5146;93764;3.60;65.67;30.72;;
07/01/2021;Guatemala;141074;4928;129542;3.49;91.83;4.68;;
07/01/2021;Guinée-Bissau;2455;45;2398;1.83;97.68;0.49;;
07/01/2021;Guyana;6469;167;5990;2.58;92.60;4.82;;
07/01/2021;Hong-Kong;9107;154;8258;1.69;90.68;7.63;;
07/01/2021;Honduras;125118;3200;57348;2.56;45.84;51.61;;
07/01/2021;Croatie;216848;4266;206310;1.97;95.14;2.89;;
07/01/2021;Haïti;10203;236;8725;2.31;85.51;12.17;;
07/01/2021;Hongrie;334836;10325;179541;3.08;53.62;43.30;;
07/01/2021;Indonésie;797723;23520;659437;2.95;82.66;14.39;;
07/01/2021;Irlande;127657;2307;23364;1.81;18.30;79.89;;
07/01/2021;Israël;471048;3552;402913;0.75;85.54;13.71;;
07/01/2021;Inde;10413417;150570;10037398;1.45;96.39;2.16;;
07/01/2021;Iraq;600755;12869;551127;2.14;91.74;6.12;;
07/01/2021;Iran;1268263;55933;1050553;4.41;82.83;12.76;;
07/01/2021;Islande;5845;29;5690;0.50;97.35;2.16;;
07/01/2021;Italie;2220361;77291;1572015;3.48;70.80;25.72;;
07/01/2021;Jamaïque;13368;306;11253;2.29;84.18;13.53;;
07/01/2021;Jordanie;304071;3968;284343;1.30;93.51;5.18;;
07/01/2021;Japon;267084;3674;210295;1.38;78.74;19.89;;
07/01/2021;Kenya;97733;1702;80306;1.74;82.17;16.09;;
07/01/2021;Kirghizistan;81826;1363;77376;1.67;94.56;3.77;;
07/01/2021;Cambodge;386;0;362;0.00;93.78;6.22;;
07/01/2021;Comores;1050;16;802;1.52;76.38;22.10;;
07/01/2021;Saint-Kitts-et-Nevis;33;0;31;0.00;93.94;6.06;;
07/01/2021;Corée du Sud;67358;1081;48369;1.60;71.81;26.59;;
07/01/2021;Koweït;152978;938;148239;0.61;96.90;2.48;;
07/01/2021;Kazakhstan;206840;2781;181193;1.34;87.60;11.05;;
07/01/2021;Laos;41;0;40;0.00;97.56;2.44;;
07/01/2021;Liban;204699;1566;137582;0.77;67.21;32.02;;
07/01/2021;Sainte-Lucie;383;5;304;1.31;79.37;19.32;;
07/01/2021;Liechtenstein;2309;48;2084;2.08;90.26;7.67;;
07/01/2021;Sri Lanka;46780;222;39661;0.47;84.78;14.74;;
07/01/2021;Libéria;1779;83;1406;4.67;79.03;16.30;;
07/01/2021;Lesotho;4351;76;1549;1.75;35.60;62.65;;
07/01/2021;Lituanie;154550;2076;86109;1.34;55.72;42.94;;
07/01/2021;Luxembourg;47592;521;44187;1.09;92.85;6.06;;
07/01/2021;Lettonie;46545;790;34268;1.70;73.62;24.68;;
07/01/2021;Libye;103515;1558;78268;1.51;75.61;22.88;;
07/01/2021;Maroc;448678;7645;420569;1.70;93.74;4.56;;
07/01/2021;Monaco;1018;3;793;0.29;77.90;21.81;;
07/01/2021;Moldavie;148294;3106;136800;2.09;92.25;5.66;;
07/01/2021;Montenegro;51160;712;41191;1.39;80.51;18.09;;
07/01/2021;Saint Martin;1025;12;855;1.17;83.41;15.41;;
07/01/2021;Madagascar;17767;262;17298;1.47;97.36;1.17;;
07/01/2021;Îles Marshall;4;0;4;0.00;100.00;0.00;;
07/01/2021;Macédoine;85494;2581;66209;3.02;77.44;19.54;;
07/01/2021;Mali;7427;286;5161;3.85;69.49;26.66;;
07/01/2021;Birmanie;128772;2799;112048;2.17;87.01;10.81;;
07/01/2021;Mongolie;1395;2;896;0.14;64.23;35.63;;
07/01/2021;Macao;46;0;46;0.00;100.00;0.00;;
07/01/2021;Martinique;6117;43;98;0.70;1.60;97.69;;
07/01/2021;Mauritanie;15214;378;13037;2.48;85.69;11.82;;
07/01/2021;Malte;13776;228;11613;1.66;84.30;14.05;;
07/01/2021;Maurice;539;10;514;1.86;95.36;2.78;;
07/01/2021;Maldives;13988;49;13238;0.35;94.64;5.01;;
07/01/2021;Malawi;7611;203;5791;2.67;76.09;21.25;;
07/01/2021;Mexique;1493569;131031;1127471;8.77;75.49;15.74;;
07/01/2021;Malaisie;128465;521;102723;0.41;79.96;19.63;;
07/01/2021;Mozambique;19961;176;17455;0.88;87.45;11.67;;
07/01/2021;Namibie;26682;240;22666;0.90;84.95;14.15;;
07/01/2021;Nouvelle-Calédonie;40;0;39;0.00;97.50;2.50;;
07/01/2021;Niger;3706;119;2253;3.21;60.79;36.00;;
07/01/2021;Nigéria;95934;1330;77982;1.39;81.29;17.33;;
07/01/2021;Nicaragua;6097;166;4225;2.72;69.30;27.98;;
07/01/2021;Pays-Bas;862805;12182;10376;1.41;1.20;97.39;;
07/01/2021;Norvège;53792;467;17998;0.87;33.46;65.67;;
07/01/2021;Népal;263605;1903;256644;0.72;97.36;1.92;;
07/01/2021;Nouvelle-Zélande;2188;25;2101;1.14;96.02;2.83;;
07/01/2021;Oman;130070;1505;122556;1.16;94.22;4.62;;
07/01/2021;Panama;269091;4321;212656;1.61;79.03;19.37;;
07/01/2021;Pérou;1022018;37925;962566;3.71;94.18;2.11;;
07/01/2021;Polynésie Française;17195;121;4842;0.70;28.16;71.14;;
07/01/2021;Papouasie-Nouvelle-Guinée;799;9;755;1.13;94.49;4.38;;
07/01/2021;Philippines;482083;9356;449052;1.94;93.15;4.91;;
07/01/2021;Pakistan;497510;10558;453828;2.12;91.22;6.66;;
07/01/2021;Pologne;1356882;30241;1095616;2.23;80.75;17.03;;
07/01/2021;Palestine;145252;1536;127495;1.06;87.78;11.17;;
07/01/2021;Portugal;456533;7472;355701;1.64;77.91;20.45;;
07/01/2021;Paraguay;112856;2352;88724;2.08;78.62;19.30;;
07/01/2021;Qatar;145271;245;142314;0.17;97.96;1.87;;
07/01/2021;Réunion;9173;42;8706;0.46;94.91;4.63;;
07/01/2021;Roumanie;658958;16410;591596;2.49;89.78;7.73;;
07/01/2021;Serbie;353907;3479;0;0.98;0.00;99.02;;
07/01/2021;Russie;3297833;59628;2681373;1.81;81.31;16.88;;
07/01/2021;Rwanda;9225;113;6940;1.22;75.23;23.54;;
07/01/2021;Arabie Saoudite;363485;6278;355037;1.73;97.68;0.60;;
07/01/2021;Îles Salomon;17;0;10;0.00;58.82;41.18;;
07/01/2021;Seychelles;373;1;214;0.27;57.37;42.36;;
07/01/2021;Soudan;23316;1468;13524;6.30;58.00;35.70;;
07/01/2021;Suède;482284;9262;0;1.92;0.00;98.08;;
07/01/2021;Singapour;58813;29;58562;0.05;99.57;0.38;;
07/01/2021;Slovénie;134545;2922;109148;2.17;81.12;16.70;;
07/01/2021;Slovaquie;198184;2717;138383;1.37;69.83;28.80;;
07/01/2021;Saint-Marin;2583;64;2179;2.48;84.36;13.16;;
07/01/2021;Sierra Leone;2757;77;1973;2.79;71.56;25.64;;
07/01/2021;Sénégal;20376;438;17885;2.15;87.77;10.08;;
07/01/2021;Somalie;4726;130;3639;2.75;77.00;20.25;;
07/01/2021;Suriname;6750;130;6080;1.93;90.07;8.00;;
07/01/2021;Soudan du sud;3589;63;3131;1.76;87.24;11.01;;
07/01/2021;Sao Tomé-et-Principe;1035;17;988;1.64;95.46;2.90;;
07/01/2021;El Salvador;47948;1390;42668;2.90;88.99;8.11;;
07/01/2021;Syrie;12084;755;5824;6.25;48.20;45.56;;
07/01/2021;Eswatini;10773;268;7377;2.49;68.48;29.04;;
07/01/2021;Tchad;2358;105;1918;4.45;81.34;14.21;;
07/01/2021;Togo;3845;72;3560;1.87;92.59;5.54;;
07/01/2021;Thaïlande;9841;67;5255;0.68;53.40;45.92;;
07/01/2021;Tadjikistan;13305;90;13153;0.68;98.86;0.47;;
07/01/2021;Timor-Leste;49;0;40;0.00;81.63;18.37;;
07/01/2021;Tunisie;152254;5052;113415;3.32;74.49;22.19;;
07/01/2021;Turquie;2296102;22264;2172251;0.97;94.61;4.42;;
07/01/2021;Trinité-et-Tobago;7210;127;6774;1.76;93.95;4.29;;
07/01/2021;Taïwan;822;7;708;0.85;86.13;13.02;;
07/01/2021;Tanzanie;509;21;183;4.13;35.95;59.92;;
07/01/2021;Ukraine;1133802;20334;801293;1.79;70.67;27.53;;
07/01/2021;Ouganda;37074;297;12544;0.80;33.84;65.36;;
07/01/2021;États-Unis;21635491;365324;0;1.69;0.00;98.31;;
07/01/2021;Uruguay;23807;231;17098;0.97;71.82;27.21;;
07/01/2021;Ouzbékistan;77412;615;75759;0.79;97.86;1.34;;
07/01/2021;Vatican;27;0;15;0.00;55.56;44.44;;
07/01/2021;St-Vincent / Grenadines;149;0;100;0.00;67.11;32.89;;
07/01/2021;Venezuela;115322;1052;109364;0.91;94.83;4.25;;
07/01/2021;Viet Nam;1509;35;1353;2.32;89.66;8.02;;
07/01/2021;Vanuatu;1;0;1;0.00;100.00;0.00;;
07/01/2021;Samoa;2;0;2;0.00;100.00;0.00;;
07/01/2021;Kosovo;52943;1363;44438;2.57;83.94;13.49;;
07/01/2021;Yémen;2104;610;1405;28.99;66.78;4.23;;
07/01/2021;Mayotte;6045;56;2964;0.93;49.03;50.04;;
07/01/2021;Afrique du Sud;1170590;31809;938216;2.72;80.15;17.13;;
07/01/2021;Zambie;24297;423;19980;1.74;82.23;16.03;;
07/01/2021;Zimbabwe;18675;446;12083;2.39;64.70;32.91;;
07/01/2021;Autres;721;15;706;2.08;97.92;0.00;;
06/01/2021;Autres;721;15;706;2.08;97.92;0.00;;
06/01/2021;Zimbabwe;17804;431;11966;2.42;67.21;30.37;;
06/01/2021;Zambie;23495;417;19672;1.77;83.73;14.50;;
06/01/2021;Afrique du Sud;1149591;31368;929239;2.73;80.83;16.44;;
06/01/2021;Mayotte;6045;56;2964;0.93;49.03;50.04;;
06/01/2021;Yémen;2102;610;1403;29.02;66.75;4.23;;
06/01/2021;Kosovo;52333;1355;43380;2.59;82.89;14.52;;
06/01/2021;Samoa;2;0;2;0.00;100.00;0.00;;
06/01/2021;Vanuatu;1;0;1;0.00;100.00;0.00;;
06/01/2021;Viet Nam;1505;35;1353;2.33;89.90;7.77;;
06/01/2021;Venezuela;114908;1047;108966;0.91;94.83;4.26;;
06/01/2021;St-Vincent / Grenadines;149;0;100;0.00;67.11;32.89;;
06/01/2021;Vatican;27;0;15;0.00;55.56;44.44;;
06/01/2021;Ouzbékistan;77350;615;75650;0.80;97.80;1.40;;
06/01/2021;Uruguay;23048;221;16540;0.96;71.76;27.28;;
06/01/2021;États-Unis;21354750;361130;0;1.69;0.00;98.31;;
06/01/2021;Ouganda;36702;294;12494;0.80;34.04;65.16;;
06/01/2021;Ukraine;1124482;20171;789627;1.79;70.22;27.98;;
06/01/2021;Tanzanie;509;21;183;4.13;35.95;59.92;;
06/01/2021;Taïwan;819;7;700;0.85;85.47;13.68;;
06/01/2021;Trinité-et-Tobago;7196;127;6744;1.76;93.72;4.52;;
06/01/2021;Turquie;2283931;22070;2164040;0.97;94.75;4.28;;
06/01/2021;Tunisie;149881;5004;111599;3.34;74.46;22.20;;
06/01/2021;Timor-Leste;49;0;37;0.00;75.51;24.49;;
06/01/2021;Tadjikistan;13305;90;13111;0.68;98.54;0.78;;
06/01/2021;Thaïlande;9636;67;4521;0.70;46.92;52.39;;
06/01/2021;Togo;3807;70;3544;1.84;93.09;5.07;;
06/01/2021;Tchad;2328;105;1888;4.51;81.10;14.39;;
06/01/2021;Eswatini;10539;261;7254;2.48;68.83;28.69;;
06/01/2021;Syrie;11988;747;5753;6.23;47.99;45.78;;
06/01/2021;El Salvador;47355;1382;42225;2.92;89.17;7.91;;
06/01/2021;Sao Tomé-et-Principe;1025;17;987;1.66;96.29;2.05;;
06/01/2021;Soudan du sud;3589;63;3131;1.76;87.24;11.01;;
06/01/2021;Suriname;6666;126;6021;1.89;90.32;7.79;;
06/01/2021;Somalie;4726;130;3639;2.75;77.00;20.25;;
06/01/2021;Sénégal;20156;433;17782;2.15;88.22;9.63;;
06/01/2021;Sierra Leone;2739;76;1929;2.77;70.43;26.80;;
06/01/2021;Saint-Marin;2549;62;2158;2.43;84.66;12.91;;
06/01/2021;Slovaquie;196047;2657;135760;1.36;69.25;29.40;;
06/01/2021;Slovénie;131724;2899;107103;2.20;81.31;16.49;;
06/01/2021;Singapour;58780;29;58541;0.05;99.59;0.36;;
06/01/2021;Suède;469748;8985;0;1.91;0.00;98.09;;
06/01/2021;Soudan;23316;1468;13524;6.30;58.00;35.70;;
06/01/2021;Seychelles;373;1;214;0.27;57.37;42.36;;
06/01/2021;Îles Salomon;17;0;5;0.00;29.41;70.59;;
06/01/2021;Arabie Saoudite;363377;6272;354899;1.73;97.67;0.61;;
06/01/2021;Rwanda;9058;112;6940;1.24;76.62;22.15;;
06/01/2021;Russie;3274615;59137;2657994;1.81;81.17;17.02;;
06/01/2021;Serbie;352120;3444;0;0.98;0.00;99.02;;
06/01/2021;Roumanie;654007;16299;586764;2.49;89.72;7.79;;
06/01/2021;Réunion;9118;42;8706;0.46;95.48;4.06;;
06/01/2021;Qatar;145061;245;142182;0.17;98.02;1.82;;
06/01/2021;Paraguay;111694;2337;87747;2.09;78.56;19.35;;
06/01/2021;Portugal;446606;7377;352225;1.65;78.87;19.48;;
06/01/2021;Palestine;144257;1519;126110;1.05;87.42;11.53;;
06/01/2021;Pologne;1344763;30055;1087744;2.23;80.89;16.88;;
06/01/2021;Pakistan;495075;10511;450515;2.12;91.00;6.88;;
06/01/2021;Philippines;480737;9347;448700;1.94;93.34;4.72;;
06/01/2021;Papouasie-Nouvelle-Guinée;799;9;755;1.13;94.49;4.38;;
06/01/2021;Polynésie Française;17131;121;4842;0.71;28.26;71.03;;
06/01/2021;Pérou;1022018;37925;962566;3.71;94.18;2.11;;
06/01/2021;Panama;264956;4283;208620;1.62;78.74;19.65;;
06/01/2021;Oman;129888;1504;122456;1.16;94.28;4.56;;
06/01/2021;Nouvelle-Zélande;2188;25;2101;1.14;96.02;2.83;;
06/01/2021;Népal;263193;1899;256161;0.72;97.33;1.95;;
06/01/2021;Norvège;52967;465;17998;0.88;33.98;65.14;;
06/01/2021;Pays-Bas;853060;12096;10303;1.42;1.21;97.37;;
06/01/2021;Nicaragua;6097;166;4225;2.72;69.30;27.98;;
06/01/2021;Nigéria;94369;1324;77299;1.40;81.91;16.69;;
06/01/2021;Niger;3634;113;2182;3.11;60.04;36.85;;
06/01/2021;Nouvelle-Calédonie;40;0;38;0.00;95.00;5.00;;
06/01/2021;Namibie;26319;235;22200;0.89;84.35;14.76;;
06/01/2021;Mozambique;19667;172;17141;0.87;87.16;11.97;;
06/01/2021;Malaisie;125438;513;100578;0.41;80.18;19.41;;
06/01/2021;Mexique;1479835;129987;1119968;8.78;75.68;15.53;;
06/01/2021;Malawi;7337;199;5787;2.71;78.87;18.41;;
06/01/2021;Maldives;13967;48;13225;0.34;94.69;4.97;;
06/01/2021;Maurice;539;10;514;1.86;95.36;2.78;;
06/01/2021;Malte;13612;227;11540;1.67;84.78;13.55;;
06/01/2021;Mauritanie;15111;373;12805;2.47;84.74;12.79;;
06/01/2021;Martinique;6117;43;98;0.70;1.60;97.69;;
06/01/2021;Macao;46;0;46;0.00;100.00;0.00;;
06/01/2021;Mongolie;1308;1;884;0.08;67.58;32.34;;
06/01/2021;Birmanie;128178;2785;111401;2.17;86.91;10.92;;
06/01/2021;Mali;7395;285;5110;3.85;69.10;27.05;;
